_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
331937,3381159,23031383,99,2023-03-02T03:15:00,"600 Block Commonwealth PL Pittsburgh, PA 15222",Y,Central Business District,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-80.00640881648265,40.4417408925392
331938,3381160,23031394,18,2023-03-02T03:52:00,"300 Block Cedar AV Pittsburgh, PA 15212",Y,East Allegheny,1,OPIUM/COCAINE/DERV-POSSESS,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-80.00090780760613,40.450893557101246
331939,3381161,23031411,99,2023-03-02T07:50:00,"600 Block W 5TH AV MCKEESPORT, PA 15132",Y,Outside City,OSC,NA,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.8794343149677,40.34787796951067
331940,3381163,23031413,26,2023-03-02T06:58:00,"William Penn PL & 7th AV Pittsburgh, PA 15219",Y,Central Business District,2,CRIMINAL TRESPASS,3503 Criminal Trespass,201,6,6,-79.99582209111541,40.44247707687526
331941,3381164,23031417,6,2023-03-02T07:15:00,"Strawberry WY & Montour WY Pittsburgh, PA 15219",Y,Central Business District,2,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9967798752736,40.441964199399855
331942,3381165,23031421,99,2023-02-28T21:03:00,Zone 1,N,,1,NA,3126 Indecent Assault.,,,,,
331943,3381167,23031428,99,2023-03-02T07:00:00,"100 Block 45th ST Pittsburgh, PA 15201",Y,Central Lawrenceville,2,NA,9497 Aided Case,901,,,,
331944,3381168,23031429,10,2023-03-02T01:02:00,"800 Block Heberton ST Pittsburgh, PA 15206",N,Highland Park,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1106,7,2,-79.916651696825,40.46865738969623
331945,3381169,23031435,99,2023-03-02T07:54:00,"Narcissus AV & Glen Mawr ST Pittsburgh, PA 15204",N,Sheraden,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,2,5,-80.05037773308398,40.45422467564143
331946,3381170,23031437,99,2023-03-02T08:30:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",Y,East Hills,5,NA,9999 Miscellaneous Report (No Crime),1306,9,2,-79.87406755546291,40.45320444634244
331947,3381171,23031444,6,2023-03-02T07:20:00,"400 Block S Highland AV Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,706,8,2,-79.92547142615959,40.45379211230231
331948,3381172,23031446,6,2023-03-02T07:00:00,"6000 Block Walnut ST Pittsburgh, PA 15206",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,706,8,2,-79.92530879802219,40.45417907952212
331949,3381174,23031449,99,2023-03-02T08:30:00,"2900 Block Shadeland AV Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.03040489055279,40.47070293486761
331950,3381175,23031452,99,2023-03-02T08:45:00,"1400 Block Poplar ST Pittsburgh, PA 15205",Y,Westwood,6,NA,9999 Miscellaneous Report (No Crime),2811,2,5,-80.05381411614198,40.42794586340202
331951,3381176,23031455,9,2023-03-02T08:15:00,"Wood ST & Fort Pitt BL Pittsburgh, PA 15222",Y,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-80.0026377582167,40.437390774443664
331952,3381180,23031456,7,2023-03-02T06:00:00,"2100 Block Rhine ST Pittsburgh, PA 15212",N,Spring Hill-City View,1,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2620,1,1,-79.99361351005419,40.46659027664096
331953,3381183,23031457,6,2023-03-02T07:30:00,"500 Block Morgan ST Pittsburgh, PA 15219",N,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle,501,,,,
331954,3381184,23031458,99,2023-03-02T08:29:00,"3000 Block Glen Mawr ST Pittsburgh, PA 15204",Y,Sheraden,6,NA,9497 Aided Case,2018,2,5,-80.05271355634211,40.45672681130896
331955,3381185,23031461,6,2023-03-02T08:30:00,"1700 Block Jane ST Pittsburgh, PA 15203",N,South Side Flats,3,"THEFT M.V. PARTS,ACCESSORIES",3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.98198023689191,40.426880679342375
331956,3381186,23031470,11,2023-02-27T16:00:00,"700 Block Montclair ST Pittsburgh, PA 15217",N,Greenfield,4,IDENTITY THEFT,4106 Access Device Fraud / 4120 Identity Theft,1517,5,3,-79.93314189114936,40.42042697291617
331957,3381189,23031476,14,2023-03-02T08:00:00,"300 Block 6th AV Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.99924836433127,40.44188192090773
331958,3381190,23031477,26,2023-03-02T06:40:00,"Commerce DR & Station Square DR Pittsburgh, PA 15219",N,South Shore,3,HARRASSMENT-OTHER,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1921,2,5,-80.00625864907776,40.43438209142857
331959,3381192,23031480,7,2023-03-02T09:10:00,"5100 Block Kincaid ST Pittsburgh, PA 15224",Y,Garfield,5,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1017,9,2,-79.94231910238983,40.46720353225624
331960,3381193,23031481,14,2023-03-02T09:20:00,"1200 Block Boyle ST Pittsburgh, PA 15212",N,Central North Side,1,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2206,1,1,-80.00565677075168,40.456137443067476
331961,3381195,23031486,99,2023-03-02T09:26:00,"200 Block Overbrook BL Pittsburgh, PA 15210",N,Carrick,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9880441989953,40.38927616303907
331962,3381196,23031488,10,2023-03-02T09:25:00,"7600 Block Bennett ST Pittsburgh, PA 15221",N,Homewood South,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1304,9,2,-79.8903214783225,40.45484566128047
331963,3381197,23031498,99,2023-03-02T09:40:00,"2000 Block Larkins WY Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9501 Bench Warrant,1702,3,3,-79.97774463653887,40.427223009008706
331964,3381201,23031724,99,2023-03-02T17:05:00,"Sherwood AV & Robina ST Pittsburgh, PA 15204",Y,Sheraden,6,NA,9489 Found Property,2018,2,5,-80.05608817197562,40.45499713124628
331965,3381202,23031732,10,2023-03-02T17:14:00,"Perrysville AV & Clayton AV Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2614,6,1,-80.01372812150404,40.46103181022018
331966,3381203,23031736,18,2023-03-02T17:54:00,"5th AV & Van Braam ST Pittsburgh, PA 15219",Y,Bluff,2,OPIUM/COCAINE/DERV-POSSESS,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,103,6,3,-79.98260774609798,40.43845025480589
331967,3381205,23031741,99,2023-03-01T16:32:00,"5500 Block Broad ST Pittsburgh, PA 15206",N,Garfield,5,NA,9129 Miscellaneous Investigation,1114,9,2,-79.93184955980921,40.46511647275004
331968,3381207,23031742,10,2023-03-02T17:35:00,"1300 Block Ferris CT Pittsburgh, PA 15221",Y,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1301,9,2,-79.88764040384527,40.459585687381654
331970,3381209,23031745,99,2023-03-02T11:09:00,"5200 Block Gertrude ST Pittsburgh, PA 15207",N,Hazelwood,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1515,5,3,-79.94211689614085,40.40614233948401
331971,3381210,23031747,99,2023-03-02T16:45:00,"Nash ST & East Ohio ST Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9501 Bench Warrant,2304,1,1,-79.99823159790749,40.45389459365243
331972,3381211,23031748,99,2023-03-02T18:30:00,"1500 Block Alton ST Pittsburgh, PA 15216",Y,Beechview,6,NA,9498 302 (Mental),1916,4,5,-80.0212400542457,40.41192109498434
331973,3381212,23031749,99,2023-02-15T23:59:00,"1200 Block Voskamp ST Pittsburgh, PA 15212",Y,Spring Garden,1,NA,9999 Miscellaneous Report (No Crime),2412,1,1,-79.99129924365343,40.4595882212629
331974,3381213,23031751,10,2023-03-02T17:51:00,"700 Block E Warrington AV Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1803,3,5,-79.99548870531873,40.421518980388285
331975,3381215,23031753,99,2023-03-02T18:00:00,"1400 Block Washington BL Pittsburgh, PA 15206",N,Highland Park,5,NA,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
331976,3381217,23031757,6,2023-03-02T17:15:00,"400 Block 56th ST Pittsburgh, PA 15201",N,Lower Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,603,,,,
331977,3381218,23031760,99,2023-03-02T18:00:00,"300 Block Addison ST Pittsburgh, PA 15219",Y,Middle Hill,2,NA,9999 Miscellaneous Report (No Crime),501,,,,
331978,3381231,23030492,4,2023-02-28T14:55:00,"900 Block Pennsylvania AV Pittsburgh, PA 15233",Y,Central North Side,1,AGG ASSAULT/GUN/INJURY,901 Criminal Attempt,2206,6,1,-80.01930347736821,40.45571042333281
331979,3381276,23033654,99,2023-03-06T11:35:00,"Baum BL & N Millvale AV Pittsburgh, PA 15224",N,Friendship,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,807,7,2,-79.94767689811495,40.45439087027538
331980,3381277,23033663,4,2023-03-05T17:00:00,"400 Block S Fairmount ST Pittsburgh, PA 15232",Y,Friendship,5,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault. / 2902 Unlawful Restraint.,807,9,2,-79.93117052111863,40.46724462532781
331981,3381281,23033666,99,2023-03-06T10:49:00,"300 Block N Braddock AV Pittsburgh, PA 15208",Y,Point Breeze North,4,NA,9497 Aided Case,1405,9,2,-79.89280139717684,40.449654633119316
331982,3381282,23033667,99,2023-03-06T11:30:00,"800 Block Steuben ST Pittsburgh, PA 15220",Y,Elliott,6,NA,9994 PFA Service,2020,2,5,-80.04047780344432,40.441577259167715
331983,3381284,23033671,99,2023-03-06T12:00:00,"1400 Block Poplar ST Pittsburgh, PA 15205",Y,Oakwood,6,NA,9994 PFA Service,2812,2,5,-80.05381411614198,40.42794586340202
331984,3381287,23033674,99,2023-03-06T12:45:00,"200 Block N Negley AV Pittsburgh, PA 15206",N,East Liberty,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.93007543085844,40.46454368502151
331985,3381288,23033675,10,2023-03-06T12:11:00,"Montour WY & Strawberry WY Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-79.9967798752736,40.441964199399855
331986,3381290,23033679,99,2023-03-06T13:40:00,"2500 Block Josephine ST Pittsburgh, PA 15203",Y,South Side Slopes,3,NA,9999 Miscellaneous Report (No Crime),1608,,,,
331987,3381291,23033681,26,2023-03-06T12:26:00,Zone 2,N,,2,INVASION PRIVACY - VICTIM FULL OR PART NUDE,"3133(a)(2) Coerces victim to make, produce, disseminate, image in the simulation of sexual conduct, nudity",,,,,
331988,3381292,23033690,14,2023-03-06T08:00:00,"500 Block Johnston AV Pittsburgh, PA 15207",N,Hazelwood,4,CRIMINAL MISCHIEF (AUTO),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1515,5,3,-79.93736388704696,40.40551520618599
331989,3381293,23033691,99,2023-03-06T12:38:00,"200 Block Oak Hill DR Pittsburgh, PA 15213",Y,Terrace Village,2,NA,9994 PFA Service,510,,,,
331990,3381301,23033694,26,2023-03-06T12:52:00,"200 Block 6th AV Pittsburgh, PA 15222",Y,Central Business District,2,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,201,6,6,-80.00019717352976,40.44232872320477
331991,3381302,23033700,6,2023-03-01T08:00:00,"4000 Block St Johns WY Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902,,,,
331992,3381303,23033705,99,2023-03-06T12:41:00,"2000 Block Centre AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,NA,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
331993,3381304,23033713,5,2023-03-05T21:00:00,"1200 Block Mohler ST Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY/FORCE ENT/RES,3502 Burglary.,1301,9,2,-79.8864602237102,40.45937083543133
331994,3381308,23033718,99,2023-03-06T00:15:00,"100 Block S 15th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,3,-79.98347362648163,40.427952761116806
331995,3381309,23033727,6,2023-03-06T13:45:00,"400 Block Garner CT Pittsburgh, PA 15219",N,Middle Hill,2,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,6,3,-79.96998313353102,40.442426220510235
331996,3381310,23033732,10,2023-03-06T14:15:00,"East Ohio ST & Middle ST Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"308 Intoxication or Drugged Condition / 5104 Resisting Arrest or Other Law Enforcement. / 5507 Obstructing Highways and Passages. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",2304,1,1,-79.99916240964956,40.45376016816286
331997,3381315,23033734,99,2023-03-06T14:27:00,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",Y,Bon Air,3,NA,9999 Miscellaneous Report (No Crime),1806,2,5,-80.0228567519789,40.42695203529798
331998,3381316,23033753,5,2023-03-06T14:00:00,"5400 Block Claybourne ST Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY/FORCE ENT/RES,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,709,,,,
331999,3381323,23033754,6,2023-03-05T09:00:00,"2600 Block Wylie AV Pittsburgh, PA 15219",N,Middle Hill,2,"THEFT M.V. PARTS,ACCESSORIES",3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,6,3,-79.97027384049373,40.44870435620124
332000,3381324,23033755,99,2023-03-06T14:24:00,"1500 Block Brighton RD Pittsburgh, PA 15212",Y,California-Kirkbride,1,NA,9994 PFA Service,2507,6,1,-80.01656850562077,40.45687440924445
332001,3381328,23033762,99,2023-03-06T14:58:00,"1500 Block Brighton RD Pittsburgh, PA 15212",Y,California-Kirkbride,1,NA,9994 PFA Service,2507,6,1,-80.01656850562077,40.45687440924445
332002,3381331,23033763,11,2023-03-03T00:01:00,"6400 Block Living PL Pittsburgh, PA 15206",N,Shadyside,4,CREDIT CARDS,4106 Access Device Fraud,708,,,,
332003,3381332,23033764,24,2023-03-06T12:20:00,"1700 Block Duffield ST Pittsburgh, PA 15206",N,Morningside,5,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1014,7,2,-79.92922834793406,40.485894675018876
332004,3381334,23033770,99,2023-03-06T15:15:00,"20 Block Woessner AV Pittsburgh, PA 15212",Y,Spring Hill-City View,1,NA,9999 Miscellaneous Report (No Crime),2620,1,1,-79.99337092664125,40.46569302189639
332005,3381335,23033774,6,2023-02-10T15:11:00,"300 Block 5th AV Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00029037044739,40.440526190504364
332006,3381336,23033778,6,2023-03-06T15:27:00,"900 Block Liberty AV Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99793948033764,40.44294530587832
332007,3381337,23033780,4,2023-03-05T12:23:00,"1600 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,AGG ASSAULT/GUN/INJURY,2702 Aggravated Assault.,1702,3,3,-79.9826498409866,40.42875471441499
332008,3381339,23033788,11,2023-02-16T09:56:00,"6400 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,THEFT BY DECEPTION,3921 Theft by Unlawful Taking or Disposition. / 3922 Theft by Deception.,1115,9,2,-79.91743506731456,40.45751349471281
332009,3381340,23033795,10,2023-03-06T15:56:00,"2400 Block Hobson ST Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1918,4,5,-80.00940845548509,40.389377656063715
332010,3381342,23033804,99,2023-03-06T16:30:00,"Saw Mill Run BL & Crane AV Pittsburgh, PA 15226",N,Mount Washington,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1914,4,5,-80.01458434005019,40.41709907456233
332011,3381421,23031900,10,2023-03-03T00:42:00,"600 Block Delmont AV Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1809,3,5,-80.00416499794613,40.41724736098279
332012,3381425,23031908,99,2023-03-03T00:23:00,"West Liberty AV & Wenzell AV Pittsburgh, PA 15216",N,Beechview,6,NA,1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property,1920,4,5,-80.02626684446425,40.39830770318994
332013,3381426,23031920,15,2023-03-03T01:30:00,"2500 Block Merwyn AV Pittsburgh, PA 15204",N,Sheraden,6,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,2018,,,,
332014,3381427,23031930,99,2023-03-03T01:35:00,"Ohio River BL & West End Brg RAMP Pittsburgh, PA 15233",Y,Chateau,1,NA,1543 Driving While Operating Privilege is Suspended or Revoked.,2108,,,,
332015,3381428,23031932,99,2023-03-03T01:05:00,"3800 Block O Hara ST Pittsburgh, PA 15213",Y,North Oakland,4,NA,9501 Bench Warrant,403,,,,
332016,3381429,23031942,99,2023-03-03T02:37:00,"Chartiers AV & Centralia ST Pittsburgh, PA 15204",N,Chartiers City,6,NA,9129 Miscellaneous Investigation,2021,2,5,-80.06981871774354,40.458411525778445
332017,3381433,23031947,99,2023-03-03T03:10:00,"600 Block Delmont AV Pittsburgh, PA 15210",Y,Beltzhoover,3,NA,9994 PFA Service,1809,3,5,-80.00416499794613,40.41724736098279
332018,3381434,23031952,26,2023-03-03T03:24:00,"900 Block Brosville ST Pittsburgh, PA 15203",N,Bluff,3,CRIMINAL TRESPASS,3503 Criminal Trespass,103,,,,
332019,3381436,23031955,15,2023-03-03T03:41:00,"1800 Block Colwell ST Pittsburgh, PA 15219",N,Crawford-Roberts,2,WEAPONS-CARRY/POS-OTHER,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,305,6,3,-79.98020860087301,40.43903632273995
332020,3381437,23031978,26,2023-03-03T06:00:00,"800 Block East Ohio ST Pittsburgh, PA 15212",Y,East Allegheny,1,CRIMINAL TRESPASS,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2304,1,1,-79.9967109310997,40.454418667922354
332021,3381438,23031985,6,2023-03-03T07:12:00,"900 Block Beaver AV Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,2108,6,1,-80.02822213866223,40.45080587790211
332022,3381441,23031986,6,2023-03-03T06:00:00,"1500 Block Bedford AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle,305,,,,
332023,3381443,23031993,99,2023-03-03T07:15:00,"500 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-79.99811947171193,40.44034004199207
332024,3381444,23031996,99,2023-03-03T06:45:00,"1100 Block Pemberton ST Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2708,1,1,-80.03041824108386,40.482834588375944
332025,3381445,23031998,6,2023-03-03T07:12:00,"900 Block Beaver AV Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle,2108,6,1,-80.02822213866223,40.45080587790211
332026,3381446,23032008,10,2023-02-24T13:30:00,"1300 Block West Liberty AV Pittsburgh, PA 15226",Y,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1916,7,6,-79.98992376888063,40.446388935528056
332027,3381447,23032009,99,2023-03-03T08:15:00,"2600 Block Josephine ST Pittsburgh, PA 15203",Y,South Side Slopes,3,NA,9999 Miscellaneous Report (No Crime),1608,3,3,-79.96987464777061,40.42400104632842
332028,3381448,23032017,11,2023-03-03T08:30:00,"100 Block Virginia AV Pittsburgh, PA 15211",N,Mount Washington,3,THEFT BY DECEPTION,3921 Theft by Unlawful Taking or Disposition.,1914,2,5,-80.00737602061557,40.42948311031568
332029,3381450,23032018,99,2023-03-03T08:50:00,"20 Block 39th ST Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,NA,9489 Found Property,603,7,2,-79.96722521341688,40.469733965287055
332030,3381451,23032019,99,2023-03-03T09:00:00,"4400 Block Centre AV Pittsburgh, PA 15213",Y,North Oakland,4,NA,9496 Dead on Arrival (DOA),403,8,3,-79.95358261745916,40.4511859232577
332031,3381452,23032022,99,2023-03-03T02:01:00,"3900 Block Forbes AV Pittsburgh, PA 15213",N,North Oakland,4,NA,9129 Miscellaneous Investigation,403,3,3,-79.95575313624737,40.44186162125204
332032,3381454,23032033,99,2023-03-03T09:15:00,"Woodruff ST & Saw Mill Run BL Pittsburgh, PA 15211",N,Mount Washington,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1903,2,5,-80.01992994986395,40.425872823817116
332033,3381455,23032036,24,2023-02-27T14:00:00,"100 Block S 19th ST Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT BY COMUN/ADDRESS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.97945446190255,40.428136811864825
332034,3381456,23032047,10,2023-03-03T01:00:00,"900 Block Wilhelm ST Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2020,2,5,-80.03760953341691,40.444663098722145
332035,3381457,23032049,9,2023-03-03T10:09:00,"1600 Block Methyl ST Pittsburgh, PA 15216",N,Beechview,6,FORGERY,4101 Forgery. / 4105(a)(1) Bad Checks / 4120 Identity Theft,1916,4,5,-80.02583522928671,40.41036897182777
332036,3381458,23032067,10,2023-03-03T10:00:00,"Elmont ST Pittsburgh, PA 15205",N,Crafton Heights,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2815,2,5,-80.05586031286691,40.4392088610498
332037,3381462,23032068,99,2023-03-03T11:00:00,"Stanton AV & Heberton ST Pittsburgh, PA 15206",Y,Highland Park,5,NA,9999 Miscellaneous Report (No Crime),1106,7,2,-79.9169514485746,40.46858885261604
332038,3381463,23032070,24,2023-03-02T13:00:00,"200 Block E Agnew AV Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT BY COMUN/ADDRESS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,4,3,-79.98438638094946,40.39573505337225
332039,3381464,23032072,99,2023-03-03T10:56:00,"3500 Block Massachusetts AV Pittsburgh, PA 15212",N,Brighton Heights,1,NA,9994 PFA Service,2703,1,1,-80.03972630238687,40.47820585813112
332040,3381465,23031762,99,2023-03-02T18:15:00,"1400 Block Washington BL Pittsburgh, PA 15206",N,Highland Park,5,NA,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
332041,3381472,23031777,99,2023-03-02T18:29:00,"1300 Block Monterey ST Pittsburgh, PA 15212",Y,Central North Side,1,NA,9496 Dead on Arrival (DOA),2206,1,1,-80.01324535121336,40.4563139776822
332042,3381480,23032080,24,2023-03-02T10:57:00,"200 Block 9th ST Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,201,,,,
332043,3381481,23032083,10,2023-03-03T11:16:00,"5000 Block 2nd AV Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.94368635339228,40.408550252190246
332044,3381482,23032098,7,2023-03-03T11:25:00,"7300 Block Finance ST Pittsburgh, PA 15208",N,Homewood South,5,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1303,9,2,-79.89685400224798,40.45238078928921
332045,3381486,23032102,99,2023-03-03T11:30:00,"2700 Block Sidney ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9999 Miscellaneous Report (No Crime),1609,,,,
332046,3381487,23031783,10,2023-03-02T03:00:00,"Frankstown AV & La Schall ST Pittsburgh, PA 15208",Y,Homewood West,5,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,1207,9,2,-79.90608387324649,40.45832847053823
332047,3381488,23032107,10,2023-03-03T11:50:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,509,6,3,-79.97383970648434,40.45098330417301
332048,3381489,23032108,99,2023-03-03T11:00:00,"600 Block Delmont AV Pittsburgh, PA 15210",N,Beltzhoover,3,NA,9999 Miscellaneous Report (No Crime),1809,3,5,-80.00416499794613,40.41724736098279
332049,3381495,23032109,99,2023-03-03T11:50:00,"200 Block Voeghtly ST Pittsburgh, PA 15212",N,North Shore,1,NA,9994 PFA Service,2205,,,,
332050,3381501,23031785,6,2023-03-02T18:17:00,"200 Block Atwood ST Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,,,,
332051,3381505,23031789,5,2023-03-02T11:30:00,"800 Block Citadel ST Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY/NO FORCE/RES,3502 Burglary.,2022,2,5,-80.05832030337676,40.45506182426315
332052,3381512,23031795,99,2023-03-02T19:32:00,"300 Block 3rd AV Pittsburgh, PA 15222",N,Central Business District,2,NA,9123 Miscellaneous Fire Other Investigation to Continue,201,6,6,-80.00161356345536,40.438866132202165
332053,3381513,23032115,99,2023-03-03T12:00:00,"1400 Block Washington BL Pittsburgh, PA 15206",N,Highland Park,5,NA,9993 PFA Service with Weapons Supplement,1106,9,2,-79.90861667551917,40.470305633259095
332054,3381526,23032121,99,2023-03-03T12:06:00,"1200 Block Waterfront PL Pittsburgh, PA 15222",Y,Central Business District,2,NA,9489 Found Property,201,1,6,-79.9749610537825,40.46822031129932
